Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
2657,FTHY,Financial,Closed-End Fund - Debt,NYSE,88.85,56,45,50,49
2658,RHI,Industrials,Staffing & Employment Services,NYSE,88.84,56,59,78,45
2659,MHN,Financial Services,Asset Management,NYSE,88.84,56,59,61,41
2660,PZC,Financial Services,Asset Management,NYSE,88.84,56,43,37,41
2661,SNFCA,Financial Services,Mortgage Finance,NASDAQ,88.83,56,64,83,79
2662,OXSQG,n/a,n/a,NASDAQ,88.83,56,51,57,60
2663,DOCS,Healthcare,Health Information Services,NYSE,88.82,56,37,25,14
2664,ASCB,Financial Services,Shell Companies,NASDAQ,88.82,56,42,65,66
2665,RBCAA,Financial Services,Banks—Regional,NASDAQ,88.81,56,72,77,59
2666,PGSS,Financial Services,Shell Companies,NYSE,88.81,56,53,70,67
2667,SIGI,Financial Services,Insurance—Property & Casualty,NASDAQ,88.81,56,35,74,73
2668,CFSB,Financial Services,Banks—Regional,NASDAQ,88.81,56,71,21,30
2669,XNCR,Healthcare,Biotechnology,NASDAQ,88.8,56,20,18,19
2670,CCTS,Financial Services,Shell Companies,NASDAQ,88.8,56,46,69,68
2671,TDUP,Consumer Cyclical,Internet Retail,NASDAQ,88.8,56,12,51,97
2672,CCEL,Healthcare,Medical Care Facilities,NYSE MKT,88.79,56,69,87,83
2673,BRAC,Financial Services,Shell Companies,NASDAQ,88.78,56,53,67,68
2674,SOJD,n/a,n/a,NYSE,88.78,56,59,55,65
2675,CLRC,Financial Services,Shell Companies,NASDAQ,88.77,56,55,69,64
2676,EXR,Real Estate,REIT—Industrial,NYSE,88.77,56,72,42,21
2677,FFIN,Financial Services,Banks—Regional,NASDAQ,88.77,56,65,37,25
2678,SCCF,n/a,n/a,NYSE MKT,88.77,56,54,57,65
2679,FRME,Financial Services,Banks—Regional,NASDAQ,88.76,56,65,52,28
2680,PDI,Financial Services,Asset Management,NYSE,88.76,56,53,45,37
2681,SKM,Communication Services,Telecom Services,NYSE,88.76,56,48,72,47
2682,HQH,Financial Services,Asset Management,NYSE,88.76,56,49,32,35
2683,BHK,Financial Services,Asset Management,NYSE,88.75,56,65,70,51
2684,UNTY,Financial Services,Banks—Regional,NASDAQ,88.75,56,69,81,44
2685,LIVE,Consumer Cyclical,Home Improvement Retail,NASDAQ,88.75,56,20,37,68
2686,SU,Energy,Oil & Gas Integrated,NYSE,88.74,56,40,49,77
2687,NVG,Financial Services,Asset Management,NYSE,88.74,56,59,53,36
2688,EVN,Financial Services,Asset Management,NYSE,88.74,56,55,51,37
2689,BSAC,Financial Services,Banks—Regional,NYSE,88.74,56,52,82,75
2690,AIBBU,Financial Services,Shell Companies,NASDAQ,88.73,56,61,72,62
2691,FTII,Financial Services,Shell Companies,NASDAQ,88.72,56,49,63,67
2692,LYG,Financial Services,Banks—Regional,NYSE,88.72,56,33,65,37
2693,SWSSU,Financial Services,Shell Companies,NASDAQ,88.72,56,41,55,67
2694,HSIC,Healthcare,Medical Distribution,NASDAQ,88.72,56,56,36,47
2695,KORE,Communication Services,Telecom Services,NYSE,88.72,56,77,8,4
2696,GSBD,Financial Services,Asset Management,NYSE,88.71,56,54,59,53
2697,IRAAU,Financial Services,Shell Companies,NASDAQ,88.7,56,40,61,54
2698,LLAP,Industrials,Aerospace & Defense,NYSE,88.7,56,10,10,19
2699,BLAC,n/a,n/a,NASDAQ,88.7,56,48,62,59
2700,GALT,Healthcare,Biotechnology,NASDAQ,88.69,56,66,90,77
2701,ERNA,Healthcare,Biotechnology,NASDAQ,88.69,56,17,6,14
2702,RAND,Financial Services,Asset Management,NASDAQ,88.69,56,43,44,51
2703,EVGR,Financial Services,Shell Companies,NASDAQ,88.68,56,55,69,66
2704,EPD,Energy,Oil & Gas Midstream,NYSE,88.67,56,46,64,66
2705,XFLT,Financial Services,Asset Management,NYSE,88.67,56,60,58,73
2706,LCW,Financial Services,Shell Companies,NYSE,88.67,56,52,66,63
2707,ESGRO,Financial Services,Insurance—Diversified,NASDAQ,88.66,56,56,54,57
2708,LSXMK,Communication Services,Broadcasting,NASDAQ,88.66,56,72,40,14
2709,FRBA,Financial Services,Banks—Regional,NASDAQ,88.66,56,76,72,31
2710,NTRS,Financial Services,Asset Management,NASDAQ,88.65,56,55,53,41
2711,PLAO,Financial Services,Shell Companies,NASDAQ,88.64,55,52,68,65
2712,NRIM,Financial Services,Banks—Regional,NASDAQ,88.64,55,67,86,36
2713,HXL,Industrials,Aerospace & Defense,NYSE,88.64,55,44,57,71
2714,SMG,Basic Materials,Agricultural Inputs,NYSE,88.63,55,33,57,30
2715,APXIU,Financial Services,Shell Companies,NASDAQ,88.63,55,52,64,60
2716,SKGR,Financial Services,Shell Companies,NASDAQ,88.62,55,52,65,64
2717,NTG,Financial Services,Asset Management,NYSE,88.62,55,37,47,54
2718,MASI,Healthcare,Medical Instruments & Supplies,NASDAQ,88.62,55,78,19,13
2719,NAK,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,88.62,55,35,92,93
2720,FORA,Healthcare,Health Information Services,NASDAQ,88.62,55,40,35,26
2721,ARI,Real Estate,REIT—Mortgage,NYSE,88.62,55,69,77,68
2722,GIL,Consumer Cyclical,Apparel Manufacturing,NYSE,88.61,55,63,90,41
2723,FBK,Financial Services,Banks—Regional,NYSE,88.6,55,75,77,30
2724,NYMTM,Real Estate,REIT—Mortgage,NASDAQ,88.58,55,60,71,76
2725,PYT,n/a,n/a,NYSE,88.58,55,43,62,66
2726,THRM,Consumer Cyclical,Auto Parts,NASDAQ,88.57,55,26,19,38
2727,IFIN,Financial Services,Shell Companies,NYSE,88.57,55,54,68,67
2728,TLGY,Financial Services,Shell Companies,NASDAQ,88.56,55,52,67,67
2729,KTF,Financial Services,Asset Management,NYSE,88.55,55,64,60,42
2730,PDT,Financial Services,Asset Management,NYSE,88.55,55,34,44,21
2731,RCUS,Healthcare,Biotechnology,NYSE,88.55,55,20,16,44
2732,EDR,Communication Services,Entertainment,NYSE,88.55,55,55,77,46
2733,DCTH,Healthcare,Medical Devices,NASDAQ,88.55,55,82,12,57
2734,MMI,Real Estate,Real Estate Services,NYSE,88.54,55,73,71,44
2735,OSI,Financial Services,Shell Companies,NYSE,88.54,55,53,62,62
2736,NZF,Financial Services,Asset Management,NYSE,88.54,55,57,57,39
2737,CYRX,Industrials,Integrated Freight & Logistics,NASDAQ,88.53,55,67,31,8
2738,BRKH,Financial Services,Shell Companies,NASDAQ,88.53,55,50,64,60
2739,ROCLU,Financial Services,Shell Companies,NASDAQ,88.53,55,44,65,62
2740,EFSCP,Financial Services,Banks—Regional,NASDAQ,88.52,55,71,37,37
2741,LGVCU,Financial Services,Shell Companies,NASDAQ,88.52,55,61,52,51
2742,ROSS,Financial Services,Shell Companies,NYSE,88.52,55,51,69,69
2743,USCTU,Financial Services,Shell Companies,NASDAQ,88.52,55,46,68,59
2744,VVR,Financial Services,Asset Management,NYSE,88.51,55,54,65,62
2745,EEA,Financial Services,Asset Management,NYSE,88.51,55,44,62,60
2746,RDWR,Technology,Software—Infrastructure,NASDAQ,88.51,55,67,27,24
2747,EFTR,Healthcare,Biotechnology,NASDAQ,88.5,55,15,44,64
2748,ERAS,Healthcare,Biotechnology,NASDAQ,88.5,55,9,9,13
2749,PFTAU,Financial Services,Shell Companies,NASDAQ,88.47,55,53,57,61
2750,MVT,Financial Services,Asset Management,NYSE,88.47,55,59,60,40
2751,TEI,Financial Services,Asset Management,NYSE,88.47,55,50,51,47
2752,AMED,Healthcare,Medical Care Facilities,NASDAQ,88.47,55,56,65,54
2753,TTWO,Communication Services,Electronic Gaming & Multimedia,NASDAQ,88.46,55,85,89,86
2754,VMCA,Financial Services,Shell Companies,NASDAQ,88.46,55,53,70,67
2755,TXN,Technology,Semiconductors,NASDAQ,88.45,55,37,37,44
2756,RELY,Technology,Software—Infrastructure,NASDAQ,88.44,55,44,85,98
2757,CHSCM,Consumer Defensive,Farm Products,NASDAQ,88.44,55,57,68,68
2758,FNVT,Financial Services,Shell Companies,NASDAQ,88.43,55,54,69,65
2759,MVF,Financial Services,Asset Management,NYSE,88.43,55,58,64,42
2760,FCBC,Financial Services,Banks—Regional,NASDAQ,88.43,55,67,79,57
2761,STAG,Real Estate,REIT—Industrial,NYSE,88.43,55,57,63,75
2762,CUZ,Real Estate,REIT—Office,NYSE,88.43,55,50,38,49
2763,ENTA,Healthcare,Biotechnology,NASDAQ,88.42,55,17,6,2
2764,SCCD,n/a,n/a,NYSE MKT,88.42,55,51,50,66
2765,IMUX,Healthcare,Biotechnology,NASDAQ,88.41,55,19,16,29
2766,AIMAU,Financial Services,Shell Companies,NASDAQ,88.41,55,55,69,68
2767,MBRX,Healthcare,Biotechnology,NASDAQ,88.4,55,16,46,4
2768,TGAAU,Financial Services,Shell Companies,NASDAQ,88.4,55,49,62,67
2769,MTD,Healthcare,Diagnostics & Research,NYSE,88.4,55,38,25,24
2770,GUG,n/a,n/a,NYSE,88.4,55,45,51,52
2771,ASBA,n/a,n/a,NYSE,88.39,54,64,60,47
2772,SEPA,n/a,n/a,NASDAQ,88.39,54,30,59,74
2773,DHY,Financial Services,Asset Management,NYSE MKT,88.39,54,55,58,55
2774,KWR,Basic Materials,Specialty Chemicals,NYSE,88.39,54,71,63,32
2775,ONB,Financial Services,Banks—Regional,NASDAQ,88.39,54,63,60,48
2776,BROS,Consumer Cyclical,Restaurants,NYSE,88.38,54,26,35,28
2777,PDEX,Healthcare,Medical Instruments & Supplies,NASDAQ,88.37,54,80,37,34
2778,VFL,Financial Services,Asset Management,NYSE MKT,88.37,54,62,44,29
2779,MDT,Healthcare,Medical Devices,NYSE,88.36,54,65,51,51
2780,MNTN,Financial Services,Shell Companies,NYSE,88.35,54,47,64,66
2781,EGP,Real Estate,REIT—Industrial,NYSE,88.35,54,60,61,74
2782,MCAC,Financial Services,Shell Companies,NASDAQ,88.35,54,54,69,65
2783,BSY,Technology,Software—Application,NASDAQ,88.34,54,70,84,81
2784,CHKEW,n/a,n/a,NASDAQ,88.34,54,29,48,60
2785,IDE,Financial Services,Asset Management,NYSE,88.34,54,50,53,54
2786,HURN,Industrials,Consulting Services,NASDAQ,88.33,54,79,88,91
2787,RWOD,Financial Services,Shell Companies,NASDAQ,88.33,54,46,65,66
2788,LYTS,Technology,Electronic Components,NASDAQ,88.32,54,63,52,93
2789,EGO,Basic Materials,Gold,NYSE,88.32,54,77,94,83
2790,MIY,Financial Services,Asset Management,NYSE,88.31,54,59,61,36
2791,RWAY,Financial Services,Credit Services,NASDAQ,88.31,54,68,48,79
2792,UNMA,n/a,n/a,NYSE,88.31,54,57,61,44
2793,MHF,Financial Services,Asset Management,NYSE,88.31,54,48,57,47
2794,FMBH,Financial Services,Banks—Regional,NASDAQ,88.31,54,61,80,44
2795,EVV,Financial Services,Asset Management,NYSE MKT,88.3,54,50,46,44
2796,PCN,Financial Services,Asset Management,NYSE,88.3,54,52,41,72
2797,GHY,Financial Services,Asset Management,NYSE,88.3,54,48,53,55
2798,MFV,Financial Services,Asset Management,NYSE,88.29,54,37,47,40
2799,VMO,Financial Services,Asset Management,NYSE,88.29,54,56,57,38
2800,LATG,Financial Services,Shell Companies,NASDAQ,88.28,54,50,68,63
2801,LAUR,Consumer Defensive,Education & Training Services,NASDAQ,88.28,54,45,75,86
2802,VSCO,Consumer Cyclical,Apparel Retail,NYSE,88.27,54,75,81,12
2803,TIGO,Communication Services,Telecom Services,NASDAQ,88.27,54,40,58,65
2804,CMA,Financial Services,Banks—Regional,NYSE,88.26,54,77,43,43
2805,CTS,Technology,Electronic Components,NYSE,88.26,54,39,36,43
2806,BWAQ,Financial Services,Shell Companies,NASDAQ,88.26,54,53,68,68
2807,NYMTZ,Real Estate,REIT—Mortgage,NASDAQ,88.25,54,52,48,55
2808,IVCA,Financial Services,Shell Companies,NASDAQ,88.25,54,50,65,62
2809,SEDA,Financial Services,Shell Companies,NYSE,88.24,54,52,68,64
2810,LSBK,Financial Services,Banks—Regional,NASDAQ,88.23,54,63,51,36
2811,IXAQ,Financial Services,Shell Companies,NASDAQ,88.23,54,54,70,70
2812,VCV,Financial Services,Asset Management,NYSE,88.23,54,57,57,40
2813,SACH,Real Estate,REIT—Mortgage,NYSE MKT,88.23,54,49,77,60
2814,ATMCU,Financial Services,Shell Companies,NASDAQ,88.22,54,44,66,62
2815,CNGL,Financial Services,Shell Companies,NASDAQ,88.22,54,48,62,63
2816,NAC,Financial Services,Asset Management,NYSE,88.22,54,57,57,39
2817,PFLT,Financial Services,Asset Management,NYSE,88.22,54,54,60,48
2818,UAA,Consumer Cyclical,Apparel Manufacturing,NYSE,88.21,54,31,59,28
2819,MNDO,Technology,Software—Application,NASDAQ,88.2,54,58,40,35
2820,ITIC,Financial Services,Insurance—Specialty,NASDAQ,88.2,54,68,68,64
2821,MCAA,Financial Services,Shell Companies,NASDAQ,88.2,54,52,67,67
2822,KALU,Basic Materials,Aluminum,NASDAQ,88.19,54,34,21,64
2823,BNIX,Financial Services,Shell Companies,NASDAQ,88.18,54,47,61,63
2824,NGG,Utilities,Utilities—Regulated Electric,NYSE,88.18,54,52,69,51
2825,CHAA,Financial Services,Shell Companies,NYSE MKT,88.18,54,58,73,70
2826,MUC,Financial Services,Asset Management,NYSE,88.17,54,61,60,40
2827,TGAA,Financial Services,Shell Companies,NASDAQ,88.17,54,54,69,66
2828,APCA,Financial Services,Shell Companies,NYSE,88.16,54,52,68,66
2829,ECCV,n/a,n/a,NYSE,88.16,54,48,60,55
2830,MXCT,Healthcare,Medical Devices,NASDAQ,88.15,54,81,89,18
2831,UBCP,Financial Services,Banks—Regional,NASDAQ,88.15,54,41,35,30
2832,AAP,Consumer Cyclical,Specialty Retail,NYSE,88.14,54,27,13,11
2833,IGTA,Financial Services,Shell Companies,NASDAQ,88.14,54,50,63,63
2834,AAL,Industrials,Airlines,NASDAQ,88.14,54,62,33,43
2835,VSAC,Financial Services,Shell Companies,NASDAQ,88.14,54,48,69,66
2836,PDO,Basic Materials,Independent Oil & Gas,NYSE,88.13,53,50,40,36
2837,BRSP,Real Estate,REIT—Diversified,NYSE,88.13,53,77,80,74
2838,AL,Industrials,Rental & Leasing Services,NYSE,88.13,53,71,46,56
2839,NMZ,Financial Services,Asset Management,NYSE,88.13,53,44,43,37
2840,PFMT,Industrials,Specialty Business Services,NASDAQ,88.12,53,70,80,35
2841,HMNF,Financial Services,Banks—Regional,NASDAQ,88.12,53,72,34,40
2842,IVCB,Financial Services,Shell Companies,NASDAQ,88.11,53,51,68,65
2843,ARRW,Financial Services,Shell Companies,NASDAQ,88.11,53,40,59,65
2844,NFJ,Financial Services,Asset Management,NYSE,88.1,53,53,50,56
2845,SWAG,Financial Services,Shell Companies,NASDAQ,88.1,53,81,54,21
2846,FDBC,Financial Services,Banks—Regional,NASDAQ,88.09,53,53,86,50
2847,PFL,Financial Services,Asset Management,NYSE,88.09,53,52,53,40
2848,VPV,Financial Services,Asset Management,NYSE,88.08,53,58,60,42
2849,SCRMU,Financial Services,Shell Companies,NASDAQ,88.07,53,51,63,63
2850,KRNLU,Financial Services,Shell Companies,NASDAQ,88.07,53,44,61,61
2851,NVX,Industrials,Electrical Equipment & Parts,NASDAQ,88.07,53,8,13,6
2852,WNNR,Financial Services,Shell Companies,NYSE,88.07,53,48,63,62
2853,CBRG,Financial Services,Shell Companies,NASDAQ,88.06,53,49,65,64
2854,IMAQ,Financial Services,Shell Companies,NASDAQ,88.06,53,51,67,74
2855,AIMBU,Financial Services,Shell Companies,NASDAQ,88.06,53,53,64,54
2856,CSLM,Financial Services,Shell Companies,NASDAQ,88.05,53,51,68,64
2857,PMT,Real Estate,REIT—Mortgage,NYSE,88.05,53,57,79,45
2858,RFAC,Financial Services,Shell Companies,NASDAQ,88.05,53,47,63,65
2859,FHI,Financial Services,Asset Management,NYSE,88.05,53,39,29,40
2860,PHYT,Financial Services,Shell Companies,NYSE,88.04,53,51,66,65
2861,TLF,Consumer Cyclical,Specialty Retail,NASDAQ,88.03,53,50,34,40
2862,FRT,Real Estate,REIT—Retail,NYSE,88.03,53,46,52,49
2863,MFM,Financial Services,Asset Management,NYSE,88.03,53,53,59,41
2864,TBLD,Financial,Closed-End Fund - Equity,NASDAQ,88.03,53,54,64,59
2865,TBB,n/a,n/a,NYSE,88.03,53,61,50,44
2866,WYNN,Consumer Cyclical,Resorts & Casinos,NASDAQ,88.03,53,36,27,72
2867,GAQ,Financial Services,Shell Companies,NYSE,88.03,53,51,67,66
2868,RRAC,Financial Services,Shell Companies,NYSE,88.02,53,51,66,65
2869,BYNO,Financial Services,Shell Companies,NASDAQ,88.02,53,53,67,67
2870,IOBT,Healthcare,Biotechnology,NASDAQ,88.02,53,87,10,14
2871,EXPD,Industrials,Integrated Freight & Logistics,NYSE,88.02,53,59,72,69
2872,QOMO,Financial Services,Shell Companies,NASDAQ,87.99,53,56,64,64
2873,ALSA,Financial Services,Shell Companies,NASDAQ,87.98,53,53,70,70
2874,GNW,Financial Services,Insurance—Life,NYSE,87.98,53,59,78,79
2875,TEX,Industrials,Farm & Heavy Construction Machinery,NYSE,87.98,53,82,37,88
2876,OXLCL,n/a,n/a,NASDAQ,87.98,53,53,55,57
2877,TRONU,Financial Services,Shell Companies,NASDAQ,87.98,53,45,83,72
2878,NAN,Financial Services,Asset Management,NYSE,87.98,53,59,57,40
2879,DSM,Financial Services,Asset Management,NYSE,87.98,53,58,56,36
2880,HIE,Financial Services,Asset Management,NYSE,87.97,53,50,54,56
2881,DUET,Financial Services,Shell Companies,NASDAQ,87.97,53,50,68,65
2882,RENEU,Financial Services,Shell Companies,NASDAQ,87.97,53,50,64,63
2883,SBI,Financial Services,Asset Management,NYSE,87.96,53,52,56,42
2884,PFN,Financial Services,Asset Management,NYSE,87.96,53,57,52,37
2885,CHKEL,n/a,n/a,NASDAQ,87.96,53,27,32,71
2886,HWCPZ,n/a,n/a,NASDAQ,87.96,53,47,65,53
2887,FR,Real Estate,REIT—Industrial,NYSE,87.96,53,60,42,52
2888,PARAA,Communication Services,Entertainment,NASDAQ,87.96,53,82,52,23
2889,FIAC,Financial Services,Shell Companies,NASDAQ,87.96,53,52,67,64
2890,TCOA,Financial Services,Shell Companies,NYSE,87.96,53,51,64,65
2891,LGVC,Financial Services,Shell Companies,NASDAQ,87.95,53,52,63,57
2892,CLM,Financial Services,Asset Management,NYSE MKT,87.95,53,45,52,75
2893,OCAXU,Financial Services,Shell Companies,NASDAQ,87.94,53,42,60,58
2894,MSSA,Financial Services,Shell Companies,NASDAQ,87.94,53,50,69,66
2895,ACAC,Financial Services,Shell Companies,NASDAQ,87.93,53,51,63,66
2896,SFNC,Financial Services,Banks—Regional,NASDAQ,87.93,53,60,34,29
2897,AEM,Basic Materials,Gold,NYSE,87.93,53,33,80,54
2898,XFIN,Financial Services,Shell Companies,NASDAQ,87.92,52,49,62,62
2899,CMCA,Financial Services,Shell Companies,NASDAQ,87.92,52,51,65,64
2900,ATMV,Financial Services,Shell Companies,NASDAQ,87.92,52,50,65,63
2901,ANIX,Healthcare,Biotechnology,NASDAQ,87.92,52,82,46,29
2902,GJT,n/a,n/a,NYSE,87.91,52,46,56,66
2903,GLTO,Healthcare,Biotechnology,NASDAQ,87.91,52,9,13,1
2904,JBSS,Consumer Defensive,Packaged Foods,NASDAQ,87.91,52,58,45,75
2905,PD,Technology,Software—Application,NYSE,87.9,52,35,34,51
2906,AEAEU,Financial Services,Shell Companies,NASDAQ,87.9,52,52,62,60
2907,APAC,Financial Services,Shell Companies,NASDAQ,87.9,52,30,71,70
2908,FFWM,Financial Services,Banks—Regional,NYSE,87.9,52,92,22,63
2909,TSN,Consumer Defensive,Farm Products,NYSE,87.9,52,50,35,34
2910,FCN,Industrials,Consulting Services,NYSE,87.89,52,47,90,54
2911,TDY,Technology,Scientific & Technical Instruments,NYSE,87.89,52,67,47,59
2912,EMN,Basic Materials,Specialty Chemicals,NYSE,87.88,52,46,57,44
2913,PHG,Healthcare,Medical Devices,NYSE,87.88,52,55,77,88
2914,CTVA,Basic Materials,Agricultural Inputs,NYSE,87.88,52,35,21,25
2915,PAYX,Industrials,Staffing & Employment Services,NASDAQ,87.87,52,58,70,62
2916,PLMI,Financial Services,Shell Companies,NASDAQ,87.87,52,53,67,68
2917,ECCW,n/a,n/a,NYSE,87.87,52,54,58,59
2918,AKYA,Healthcare,Medical Instruments & Supplies,NASDAQ,87.87,52,55,17,8
2919,TRIS,Financial Services,Shell Companies,NYSE,87.87,52,49,66,63
2920,HROWM,n/a,n/a,NASDAQ,87.87,52,45,52,65
2921,CMCSA,Communication Services,Telecom Services,NASDAQ,87.87,52,63,73,88
2922,MIRM,Healthcare,Biotechnology,NASDAQ,87.86,52,37,92,89
2923,RENE,Financial Services,Shell Companies,NASDAQ,87.86,52,49,66,63
2924,NTGR,Technology,Communication Equipment,NASDAQ,87.85,52,51,47,14
2925,EMCG,Exchange Traded Fund,USA,NASDAQ,87.85,52,51,65,65
2926,LMND,Financial Services,Insurance—Property & Casualty,NYSE,87.84,52,36,83,14
2927,MPA,Financial Services,Asset Management,NYSE,87.84,52,62,57,40
2928,BITE,Financial Services,Shell Companies,NYSE MKT,87.84,52,52,58,60
2929,EAD,Financial Services,Asset Management,NYSE MKT,87.84,52,57,51,48
2930,ATMC,Financial Services,Shell Companies,NASDAQ,87.83,52,49,68,59
2931,NBST,Financial Services,Shell Companies,NASDAQ,87.83,52,50,66,65
2932,CONXU,Financial Services,Shell Companies,NASDAQ,87.83,52,50,55,59
2933,SSBK,Financial Services,Banks—Regional,NASDAQ,87.83,52,62,71,41
2934,DLNG,Energy,Oil & Gas Midstream,NYSE,87.83,52,54,46,32
2935,TENK,Shell Companies,USA,NASDAQ,87.83,52,49,68,65
2936,BCH,Financial Services,Banks—Regional,NYSE,87.82,52,61,83,67
2937,AAT,Real Estate,REIT—Diversified,NYSE,87.82,52,64,52,44
2938,CHSCL,Consumer Defensive,Farm Products,NASDAQ,87.81,52,53,70,58
2939,IRAA,Financial Services,Shell Companies,NASDAQ,87.81,52,38,57,69
2940,AQU,Financial Services,Shell Companies,NASDAQ,87.8,52,50,65,64
2941,OCCIN,Financial Services,Asset Management,NASDAQ,87.8,52,42,57,54
2942,RLTY,Financial Services,Asset Management,NYSE,87.79,52,52,42,50
2943,RILYO,n/a,n/a,NASDAQ,87.79,52,43,50,57
2944,DTW,n/a,n/a,NYSE,87.79,52,45,49,57
2945,MUJ,Financial Services,Asset Management,NYSE,87.78,52,57,55,40
2946,ETV,Financial Services,Asset Management,NYSE,87.78,52,39,46,47
2947,FPAY,Industrials,Rental & Leasing Services,NASDAQ,87.76,52,80,97,22
2948,RSF,n/a,n/a,NYSE,87.75,52,46,53,41
2949,IGI,Financial Services,Asset Management,NYSE,87.74,52,58,64,46
2950,EACPU,Financial Services,Shell Companies,NASDAQ,87.74,52,50,63,71
2951,WEA,Financial Services,Asset Management,NYSE,87.74,52,58,61,62
2952,COOL,Financial Services,Shell Companies,NASDAQ,87.74,52,47,61,71
2953,VKI,Financial Services,Asset Management,NYSE MKT,87.74,52,57,56,38
2954,PLAOU,Financial Services,Shell Companies,NASDAQ,87.74,52,43,66,69
2955,PESI,Industrials,Waste Management,NASDAQ,87.73,52,60,68,98
2956,ADUS,Healthcare,Medical Care Facilities,NASDAQ,87.73,52,41,49,30
2957,FITBO,Financial Services,Banks—Regional,NASDAQ,87.73,52,71,76,39
2958,CUBB,n/a,n/a,NYSE,87.73,52,64,48,63
2959,DOX,Technology,Software—Infrastructure,NASDAQ,87.72,51,61,39,45
2960,TLGYU,Financial Services,Shell Companies,NASDAQ,87.72,51,46,66,61
2961,WHLM,Industrials,Specialty Business Services,NASDAQ,87.72,51,74,86,39
2962,GTAC,Financial Services,Shell Companies,NASDAQ,87.72,51,45,74,70
2963,BLEU,Financial Services,Shell Companies,NASDAQ,87.72,51,51,65,64
2964,CXE,Financial Services,Asset Management,NYSE,87.71,51,58,57,38
2965,HSPO,Financial Services,Shell Companies,NASDAQ,87.71,51,51,64,61
2966,NDAQ,Financial Services,Financial Data & Stock Exchanges,NASDAQ,87.71,51,62,53,38
2967,PFH,Financial Services,Banks,NYSE,87.71,51,57,50,50
2968,EVT,Financial Services,Asset Management,NYSE,87.71,51,44,37,46
2969,IQI,Financial Services,Asset Management,NYSE,87.71,51,55,55,38
2970,IONQ,Technology,Computer Hardware,NYSE,87.7,51,81,97,99
2971,MGEE,Utilities,Utilities—Diversified,NASDAQ,87.7,51,21,61,47
2972,BRACU,Financial Services,Shell Companies,NASDAQ,87.7,51,50,67,64
2973,EXG,Financial Services,Asset Management,NYSE,87.68,51,47,51,49
2974,EMD,Financial Services,Asset Management,NYSE,87.68,51,48,58,56
2975,NVGS,Energy,Oil & Gas Midstream,NYSE,87.67,51,74,78,79
2976,SVII,Financial Services,Shell Companies,NASDAQ,87.67,51,48,65,63
2977,WHG,Financial Services,Capital Markets,NYSE,87.66,51,62,48,21
2978,OCC,Technology,Communication Equipment,NASDAQ,87.66,51,18,14,33
2979,NFYS,Financial Services,Shell Companies,NYSE,87.66,51,49,66,63
2980,GMFIU,Financial Services,Shell Companies,NASDAQ,87.66,51,41,66,64
2981,KYCH,Financial Services,Shell Companies,NASDAQ,87.66,51,52,68,64
2982,PPHPU,Financial Services,Shell Companies,NASDAQ,87.66,51,42,69,58
2983,NYMTL,Real Estate,REIT—Mortgage,NASDAQ,87.65,51,57,70,61
2984,FFC,Financial Services,Asset Management,NYSE,87.65,51,46,46,35
2985,ACM,Industrials,Engineering & Construction,NYSE,87.65,51,68,73,63
2986,DLX,Communication Services,Advertising Agencies,NYSE,87.65,51,76,58,81
2987,RCM,Healthcare,Health Information Services,NASDAQ,87.64,51,18,20,81
2988,CUBE,Real Estate,REIT—Industrial,NYSE,87.63,51,65,46,35
2989,IVCBU,Financial Services,Shell Companies,NASDAQ,87.63,51,51,66,62
2990,PMGM,Financial Services,Shell Companies,NASDAQ,87.63,51,50,63,67
2991,MUE,Financial Services,Asset Management,NYSE,87.63,51,54,62,39
2992,MCD,Consumer Cyclical,Restaurants,NYSE,87.63,51,62,68,59
2993,AMBC,Financial Services,Insurance—Specialty,NYSE,87.63,51,76,66,29
2994,ENO,n/a,n/a,NYSE,87.63,51,50,42,49
2995,FRLA,Financial Services,Shell Companies,NASDAQ,87.63,51,47,64,63
2996,TRIN,Financial Services,Asset Management,NASDAQ,87.62,51,46,80,80
2997,HOVNP,Consumer Cyclical,Homebuilding & Construction,NASDAQ,87.62,51,44,67,63
2998,BOCN,Financial Services,Shell Companies,NASDAQ,87.62,51,48,62,63
2999,BBW,Consumer Cyclical,Specialty Retail,NYSE,87.62,51,32,62,95
3000,DBI,Consumer Cyclical,Apparel Retail,NYSE,87.61,51,32,28,86
3001,AEIS,Industrials,Electrical Equipment & Parts,NASDAQ,87.61,51,72,41,73
3002,TWOA,Financial Services,Shell Companies,NYSE,87.59,51,50,71,63
3003,RQI,Financial Services,Asset Management,NYSE,87.59,51,55,49,35
3004,WINV,Financial Services,Shell Companies,NASDAQ,87.58,51,51,71,69
3005,DPCS,Financial Services,Shell Companies,NASDAQ,87.58,51,50,65,63
3006,INAB,Healthcare,Biotechnology,NASDAQ,87.58,51,33,14,5
3007,ROCL,Financial Services,Shell Companies,NASDAQ,87.56,51,51,67,62
3008,TRTL,Financial Services,Shell Companies,NYSE,87.56,51,48,66,64
3009,AFAR,Financial Services,Shell Companies,NASDAQ,87.55,51,49,63,64
3010,WHD,Energy,Oil & Gas Equipment & Services,NYSE,87.55,51,24,28,91
3011,GAMCU,Financial Services,Shell Companies,NASDAQ,87.54,51,47,66,67
