Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
3012,BKT,Financial Services,Asset Management,NYSE,87.54,51,60,61,48
3013,FGBI,Financial Services,Banks—Regional,NASDAQ,87.54,51,40,14,12
3014,ETB,Financial Services,Asset Management,NYSE,87.53,51,42,46,45
3015,T,Communication Services,Telecom Services,NYSE,87.53,51,65,71,26
3016,BCSA,Financial Services,Shell Companies,NASDAQ,87.53,51,43,65,65
3017,ATUS,Communication Services,Telecom Services,NYSE,87.51,51,11,12,19
3018,USCT,Financial Services,Shell Companies,NASDAQ,87.51,51,46,68,61
3019,VGM,Financial Services,Asset Management,NYSE,87.5,50,57,58,38
3020,GBBK,Financial Services,Shell Companies,NASDAQ,87.5,50,50,62,61
3021,AEF,Financial Services,Asset Management,NYSE MKT,87.5,50,41,48,58
3022,IONS,Healthcare,Biotechnology,NASDAQ,87.49,50,80,91,63
3023,TAP,Consumer Defensive,Beverages—Brewers,NYSE,87.48,50,52,67,79
3024,HCXY,n/a,n/a,NYSE,87.48,50,59,55,54
3025,FMY,Financial Services,Asset Management,NYSE,87.48,50,60,60,48
3026,UFCS,Financial Services,Insurance—Property & Casualty,NASDAQ,87.47,50,35,41,17
3027,QMCO,Technology,Computer Hardware,NASDAQ,87.46,50,7,2,9
3028,PEPL,Financial Services,Shell Companies,NASDAQ,87.46,50,50,68,68
3029,WTMA,Financial Services,Shell Companies,NASDAQ,87.44,50,46,60,67
3030,CVII,Financial Services,Shell Companies,NASDAQ,87.44,50,48,63,61
3031,RFMZ,n/a,n/a,NYSE,87.44,50,50,48,51
3032,CITE,Financial Services,Shell Companies,NASDAQ,87.44,50,49,63,61
3033,CDIO,Healthcare,Biotechnology,NASDAQ,87.43,50,99,97,0
3034,RVP,Healthcare,Medical Instruments & Supplies,NYSE MKT,87.43,50,27,21,23
3035,GJS,n/a,n/a,NYSE,87.42,50,42,62,57
3036,BLUA,Financial Services,Shell Companies,NYSE MKT,87.42,50,53,64,63
3037,IRRX,Financial Services,Shell Companies,NYSE,87.42,50,50,66,64
3038,JCI,Industrials,Building Products & Equipment,NYSE,87.42,50,32,31,37
3039,MMT,Financial Services,Asset Management,NYSE,87.42,50,50,51,49
3040,PRQR,Healthcare,Biotechnology,NASDAQ,87.42,50,88,75,79
3041,FLFVU,Financial Services,Shell Companies,NASDAQ,87.41,50,52,66,59
3042,HBANP,Financial Services,Banks—Regional,NASDAQ,87.41,50,75,53,47
3043,DHCA,Financial Services,Shell Companies,NASDAQ,87.41,50,47,63,66
3044,AN,Consumer Cyclical,Auto & Truck Dealerships,NYSE,87.4,50,58,45,82
3045,GTACU,Financial Services,Shell Companies,NASDAQ,87.39,50,46,76,68
3046,BWB,Financial Services,Banks—Regional,NASDAQ,87.39,50,72,34,21
3047,FRMEP,Financial Services,Banks—Regional,NASDAQ,87.38,50,57,49,47
3048,JWSM,Financial Services,Shell Companies,NYSE MKT,87.38,50,56,67,65
3049,NMAI,n/a,n/a,NYSE,87.38,50,56,58,47
3050,DSAQ,Financial Services,Shell Companies,NYSE,87.38,50,49,66,61
3051,SOJE,n/a,n/a,NYSE,87.37,50,58,49,61
3052,ZBH,Healthcare,Medical Devices,NYSE,87.37,50,53,40,47
3053,LSXMB,Communication Services,Broadcasting,NASDAQ,87.37,50,66,42,16
3054,AACIU,Financial Services,Shell Companies,NASDAQ,87.35,50,51,70,69
3055,UTL,Utilities,Utilities—Diversified,NYSE,87.35,50,35,51,30
3056,PEGR,Financial Services,Shell Companies,NASDAQ,87.35,50,49,63,64
3057,FITBP,Financial Services,Banks—Regional,NASDAQ,87.34,50,58,56,55
3058,FXNC,Financial Services,Banks—Regional,NASDAQ,87.34,50,78,73,74
3059,CVI,Energy,Oil & Gas Refining & Marketing,NYSE,87.33,50,62,44,89
3060,DBL,Financial Services,Asset Management,NYSE,87.33,50,55,59,47
3061,LKQ,Consumer Cyclical,Auto Parts,NASDAQ,87.33,50,30,26,40
3062,NEA,Financial Services,Asset Management,NYSE,87.33,50,54,56,38
3063,GDST,Financial Services,Shell Companies,NASDAQ,87.32,50,48,65,66
3064,CCNEP,Financial Services,Banks—Regional,NASDAQ,87.32,50,66,49,53
3065,SCRM,Financial Services,Shell Companies,NASDAQ,87.32,50,48,65,64
3066,IVCPU,Financial Services,Shell Companies,NASDAQ,87.32,50,51,55,72
3067,MCACU,Financial Services,Shell Companies,NASDAQ,87.31,50,50,70,59
3068,OHI,Real Estate,REIT—Healthcare Facilities,NYSE,87.31,50,25,61,72
3069,VAQC,Financial Services,Shell Companies,NASDAQ,87.31,50,43,65,60
3070,SAT,n/a,n/a,NYSE,87.3,50,49,58,55
3071,ALCC,Financial Services,Shell Companies,NYSE,87.3,50,51,58,59
3072,AUST,Basic Materials,Gold,NYSE MKT,87.3,50,20,29,22
3073,OVBC,Financial Services,Banks—Regional,NASDAQ,87.3,50,36,46,41
3074,LITE,Technology,Communication Equipment,NASDAQ,87.3,50,78,23,27
3075,BOKF,Financial Services,Banks—Regional,NASDAQ,87.29,50,58,28,36
3076,SVIIU,Financial Services,Shell Companies,NASDAQ,87.29,50,46,59,64
3077,SLAMU,Financial Services,Shell Companies,NASDAQ,87.29,50,48,67,70
3078,MMU,Financial Services,Asset Management,NYSE,87.28,50,54,55,41
3079,GPAC,Financial Services,Shell Companies,NASDAQ,87.28,50,49,69,69
3080,CMSA,n/a,n/a,NYSE,87.28,50,56,56,50
3081,MITAU,Financial Services,Shell Companies,NASDAQ,87.28,50,56,60,68
3082,ITRN,Technology,Communication Equipment,NASDAQ,87.27,49,60,67,87
3083,LIBY,Financial Services,Shell Companies,NASDAQ,87.27,49,49,61,66
3084,ISRL,Shell Companies,USA,NASDAQ,87.27,49,47,64,60
3085,FSBC,Financial Services,Banks—Regional,NASDAQ,87.26,49,59,51,31
3086,NSTS,Financial Services,Banks—Regional,NASDAQ,87.26,49,60,45,39
3087,RFACU,Financial Services,Shell Companies,NASDAQ,87.26,49,47,63,67
3088,KRNL,Financial Services,Shell Companies,NASDAQ,87.26,49,46,67,61
3089,PEG,Utilities,Utilities—Regulated Electric,NYSE,87.25,49,29,66,51
3090,MPAA,Consumer Cyclical,Auto Parts,NASDAQ,87.25,49,81,87,51
3091,PKX,Basic Materials,Steel,NYSE,87.25,49,59,85,98
3092,BKSY,Technology,Scientific & Technical Instruments,NYSE,87.23,49,27,30,13
3093,VIAV,Technology,Communication Equipment,NASDAQ,87.23,49,49,24,34
3094,DTG,n/a,n/a,NYSE,87.23,49,63,63,56
3095,EQR,Real Estate,REIT—Residential,NYSE,87.22,49,40,37,44
3096,GBAB,Financial Services,Asset Management,NYSE,87.22,49,50,57,37
3097,DMYY,Financial Services,Shell Companies,NYSE MKT,87.22,49,49,65,60
3098,KCGI,Financial Services,Shell Companies,NYSE,87.21,49,45,61,59
3099,XPDB,Financial Services,Shell Companies,NASDAQ,87.21,49,50,67,66
3100,PPYA,Financial Services,Shell Companies,NASDAQ,87.21,49,46,64,62
3101,SLAM,Financial Services,Shell Companies,NASDAQ,87.21,49,47,67,67
3102,CBNK,Financial Services,Banks—Regional,NASDAQ,87.2,49,61,78,45
3103,SCCG,n/a,n/a,NYSE MKT,87.2,49,52,60,74
3104,ONYX,Financial Services,Shell Companies,NASDAQ,87.2,49,48,66,64
3105,TECH,Healthcare,Biotechnology,NASDAQ,87.19,49,32,26,34
3106,LPTH,Technology,Electronic Components,NASDAQ,87.19,49,48,18,84
3107,SACC,n/a,n/a,NYSE MKT,87.19,49,48,60,59
3108,GAB,Financial Services,Asset Management,NYSE,87.19,49,34,34,38
3109,CXH,Financial Services,Asset Management,NYSE,87.19,49,49,57,58
3110,VMCAU,Financial Services,Shell Companies,NASDAQ,87.19,49,61,69,45
3111,STZ,Consumer Defensive,Beverages—Wineries & Distilleries,NYSE,87.17,49,55,44,75
3112,MGIC,Technology,Information Technology Services,NASDAQ,87.17,49,21,16,25
3113,ACCO,Industrials,Business Equipment & Supplies,NYSE,87.15,49,79,60,57
3114,CFFS,Financial Services,Shell Companies,NASDAQ,87.13,49,51,66,64
3115,BYNOU,Financial Services,Shell Companies,NASDAQ,87.12,49,51,68,68
3116,TRP,Energy,Oil & Gas Midstream,NYSE,87.11,49,47,48,28
3117,MSBIP,Financial Services,Banks—Regional,NASDAQ,87.11,49,64,45,44
3118,LTRN,Healthcare,Biotechnology,NASDAQ,87.11,49,69,19,24
3119,VCXB,Financial Services,Shell Companies,NYSE MKT,87.1,49,47,61,62
3120,BFAC,Financial Services,Shell Companies,NYSE,87.1,49,51,63,66
3121,NCA,Financial Services,Asset Management,NYSE,87.1,49,53,50,53
3122,EMCGU,Financial Services,Shell Companies,NASDAQ,87.09,49,59,73,66
3123,OCCIO,Financial Services,Asset Management,NASDAQ,87.08,49,45,53,53
3124,NBSTU,Financial Services,Shell Companies,NASDAQ,87.08,49,47,64,68
3125,QQQX,Financial Services,Asset Management,NASDAQ,87.07,49,43,50,48
3126,PFTA,Financial Services,Shell Companies,NASDAQ,87.07,49,48,61,60
3127,PWUP,Financial Services,Shell Companies,NASDAQ,87.07,49,46,62,70
3128,FCT,Financial Services,Asset Management,NYSE,87.06,49,41,50,60
3129,GLDI,Exchange Traded Fund,USA,NASDAQ,87.06,49,39,56,44
3130,PFO,Financial Services,Asset Management,NYSE,87.06,49,53,45,31
3131,TWLV,Financial Services,Shell Companies,NASDAQ,87.06,49,53,65,62
3132,VIRT,Financial Services,Capital Markets,NASDAQ,87.06,49,29,47,43
3133,WMPN,Financial Services,Banks—Regional,NASDAQ,87.05,49,69,72,83
3134,ALE,Utilities,Utilities—Diversified,NYSE,87.04,49,48,70,38
3135,RCC,n/a,n/a,NYSE,87.04,49,48,63,56
3136,RCFA,Financial Services,Shell Companies,NYSE,87.04,49,45,65,67
3137,SOJC,n/a,n/a,NYSE,87.04,49,47,47,58
3138,HALO,Healthcare,Biotechnology,NASDAQ,87.04,49,25,46,40
3139,MCVT,Financial Services,Credit Services,NASDAQ,87.04,49,50,87,85
3140,DOCU,Technology,Software—Application,NASDAQ,87.03,49,81,30,31
3141,AIN,Consumer Cyclical,Textile Manufacturing,NYSE,87.03,49,35,42,42
3142,DFP,Financial Services,Asset Management,NYSE,87.03,49,55,48,34
3143,CNOBP,Financial Services,Banks—Regional,NASDAQ,87.03,49,66,54,50
3144,AVT,Technology,Electronics & Computer Distribution,NASDAQ,87.02,48,47,62,75
3145,VKQ,Financial Services,Asset Management,NYSE,87.02,48,54,56,39
3146,LAB,Healthcare,Diagnostics & Research,NASDAQ,87.02,48,81,79,97
3147,HTLFP,Financial Services,Banks—Regional,NASDAQ,87.02,48,61,58,48
3148,CPF,Financial Services,Banks—Regional,NYSE,87.02,48,70,58,32
3149,AOGO,Financial Services,Shell Companies,NASDAQ,87.02,48,46,65,67
3150,MCAG,Financial Services,Shell Companies,NASDAQ,87.01,48,44,62,66
3151,PEPLU,Financial Services,Shell Companies,NASDAQ,87.01,48,52,63,66
3152,NAD,Financial Services,Asset Management,NYSE,87.0,48,52,55,38
3153,FLFV,Financial Services,Shell Companies,NASDAQ,87.0,48,49,63,64
3154,CDLX,Communication Services,Advertising Agencies,NASDAQ,87.0,48,12,88,99
3155,ECPG,Financial Services,Mortgage Finance,NASDAQ,86.99,48,61,41,39
3156,NMT,Financial Services,Asset Management,NYSE,86.99,48,54,56,39
3157,WINVU,Financial Services,Shell Companies,NASDAQ,86.99,48,46,76,66
3158,MARX,Shell Companies,USA,NASDAQ,86.99,48,46,62,59
3159,CMU,Financial Services,Asset Management,NYSE,86.99,48,56,55,58
3160,IVDA,Industrials,Security & Protection Services,NASDAQ,86.99,48,9,43,34
3161,DTE,Utilities,Utilities—Regulated Electric,NYSE,86.99,48,37,53,32
3162,COOLU,Financial Services,Shell Companies,NASDAQ,86.98,48,41,67,72
3163,NPABU,Financial Services,Shell Companies,NASDAQ,86.98,48,46,66,59
3164,BFC,Financial Services,Banks—Regional,NASDAQ,86.97,48,60,67,42
3165,BRW,Financial Services,Asset Management,NYSE,86.97,48,56,69,69
3166,PLTN,Shell Companies,USA,NASDAQ,86.97,48,47,62,63
3167,VIASP,Utilities,Utilities—Regulated Electric,NASDAQ,86.97,48,72,54,35
3168,TENKU,Financial Services,Shell Companies,NASDAQ,86.96,48,40,73,61
3169,MMS,Industrials,Specialty Business Services,NYSE,86.96,48,54,76,69
3170,IXAQU,Financial Services,Shell Companies,NASDAQ,86.96,48,52,66,69
3171,LNC,Financial Services,Insurance—Life,NYSE,86.95,48,63,30,32
3172,OXLCP,Financial Services,Asset Management,NASDAQ,86.95,48,48,62,55
3173,OXLCZ,n/a,n/a,NASDAQ,86.95,48,48,59,54
3174,NABL,Technology,Information Technology Services,NYSE,86.95,48,58,44,76
3175,XPDBU,Financial Services,Shell Companies,NASDAQ,86.95,48,52,67,63
3176,VLT,Financial Services,Asset Management,NYSE,86.95,48,43,47,48
3177,BHFAL,n/a,n/a,NASDAQ,86.94,48,67,42,56
3178,INTE,Financial Services,Shell Companies,NASDAQ,86.94,48,47,66,68
3179,NBH,Financial Services,Asset Management,NYSE MKT,86.93,48,50,48,37
3180,SND,Energy,Oil & Gas Equipment & Services,NASDAQ,86.93,48,30,51,93
3181,PHK,Financial Services,Asset Management,NYSE,86.92,48,48,50,48
3182,FLR,Industrials,Engineering & Construction,NYSE,86.92,48,73,80,82
3183,CMSC,n/a,n/a,NYSE,86.92,48,53,61,51
3184,SREA,n/a,n/a,NYSE,86.92,48,51,56,55
3185,HBNC,Financial Services,Banks—Regional,NASDAQ,86.92,48,76,43,26
3186,MITT,Real Estate,REIT—Mortgage,NYSE,86.92,48,67,35,78
3187,ENLC,Energy,Oil & Gas Midstream,NYSE,86.91,48,49,82,80
3188,GHIX,Financial Services,Shell Companies,NASDAQ,86.91,48,51,66,64
3189,TURN,Financial Services,Asset Management,NASDAQ,86.9,48,27,25,27
3190,GAMC,Financial Services,Shell Companies,NASDAQ,86.9,48,47,64,67
3191,HES,Energy,Oil & Gas E&P,NYSE,86.89,48,44,43,87
3192,ENJ,Utilities,Utilities Regulated,NYSE,86.88,48,45,36,40
3193,LRFC,Financial Services,Asset Management,NASDAQ,86.87,48,53,68,61
3194,ENLT,Utilities,Utilities - Renewable,NASDAQ,86.86,48,98,99,99
3195,ONBPP,Financial Services,Banks—Regional,NASDAQ,86.86,48,66,58,49
3196,ECCX,n/a,n/a,NYSE,86.86,48,46,58,53
3197,EVE,Financial Services,Shell Companies,NYSE MKT,86.86,48,49,65,59
3198,NXC,Financial Services,Asset Management,NYSE,86.86,48,44,43,49
3199,USIO,Technology,Information Technology Services,NASDAQ,86.86,48,22,33,33
3200,MARXU,Shell Companies,USA,NASDAQ,86.85,48,48,67,65
3201,WTMAU,Financial Services,Shell Companies,NASDAQ,86.84,48,46,65,67
3202,FEXDU,Financial Services,Shell Companies,NASDAQ,86.84,48,46,59,60
3203,VRNT,Technology,Software—Infrastructure,NASDAQ,86.83,48,58,21,11
3204,CDAQ,Financial Services,Shell Companies,NASDAQ,86.83,48,47,62,63
3205,CONX,Financial Services,Shell Companies,NASDAQ,86.82,47,46,63,59
3206,ONBPO,Financial Services,Banks—Regional,NASDAQ,86.82,47,63,59,48
3207,GATEU,Financial Services,Shell Companies,NASDAQ,86.81,47,46,60,60
3208,HUDAU,Financial Services,Shell Companies,NASDAQ,86.81,47,43,68,70
3209,AQUNU,Financial Services,Shell Companies,NASDAQ,86.81,47,48,64,67
3210,HTCR,Technology,Software—Application,NASDAQ,86.79,47,7,10,25
3211,SPXX,Financial Services,Asset Management,NYSE,86.79,47,43,39,43
3212,CPG,Energy,Oil & Gas E&P,NYSE,86.79,47,19,34,87
3213,HSBC,Financial Services,Banks—Diversified,NYSE,86.79,47,55,74,76
3214,PPYAU,Financial Services,Shell Companies,NASDAQ,86.79,47,71,63,65
3215,JHI,Financial Services,Asset Management,NYSE,86.78,47,45,54,52
3216,GGZ,Financial Services,Asset Management,NYSE,86.78,47,49,38,48
3217,PLTNU,Financial Services,Shell Companies,NASDAQ,86.78,47,43,65,68
3218,FDX,Industrials,Integrated Freight & Logistics,NYSE,86.78,47,43,87,88
3219,PPHP,Financial Services,Shell Companies,NASDAQ,86.77,47,46,65,65
3220,LASR,Technology,Semiconductors,NASDAQ,86.76,47,85,80,27
3221,INTEU,Financial Services,Shell Companies,NASDAQ,86.76,47,46,67,61
3222,ATO,Utilities,Utilities—Regulated Gas,NYSE,86.76,47,40,57,53
3223,NPV,Financial Services,Asset Management,NYSE,86.76,47,54,49,31
3224,YALA,Technology,Software—Application,NYSE,86.76,47,49,93,87
3225,DHCNI,n/a,n/a,NASDAQ,86.75,47,76,81,82
3226,OCAX,Financial Services,Shell Companies,NASDAQ,86.75,47,49,67,62
3227,MITA,Financial Services,Shell Companies,NASDAQ,86.75,47,47,63,67
3228,OFSSH,n/a,n/a,NASDAQ,86.75,47,42,50,48
3229,ACAB,Financial Services,Shell Companies,NASDAQ,86.74,47,64,62,61
3230,ISRLU,Financial Services,Shell Companies,NASDAQ,86.74,47,45,63,62
3231,ATGE,Consumer Defensive,Education & Training Services,NYSE,86.74,47,56,95,80
3232,HAIA,Financial Services,Shell Companies,NASDAQ,86.73,47,46,64,71
3233,GLV,Financial Services,Asset Management,NYSE MKT,86.73,47,37,30,27
3234,AFARU,Financial Services,Shell Companies,NASDAQ,86.72,47,43,63,69
3235,PXS,Industrials,Marine Shipping,NASDAQ,86.72,47,63,51,21
3236,PSA,Real Estate,REIT—Industrial,NYSE,86.71,47,48,41,38
3237,PCT,Industrials,Pollution & Treatment Controls,NASDAQ,86.7,47,11,9,87
3238,MCAAU,Financial Services,Shell Companies,NASDAQ,86.7,47,48,67,65
3239,EVBN,Financial Services,Banks—Regional,NYSE MKT,86.69,47,54,45,30
3240,DUETU,Financial Services,Shell Companies,NASDAQ,86.69,47,53,63,61
3241,CNDA,Financial Services,Shell Companies,NYSE,86.69,47,43,61,58
3242,GPACU,Financial Services,Shell Companies,NASDAQ,86.68,47,50,64,76
3243,BTT,Financial Services,Asset Management,NYSE,86.68,47,54,58,45
3244,HROWL,n/a,n/a,NASDAQ,86.68,47,48,54,54
3245,SDRL,Energy,Oil & Gas Drilling,NYSE,86.68,47,52,73,95
3246,RMBI,Financial Services,Banks—Regional,NASDAQ,86.68,47,65,53,43
3247,PORT,Financial Services,Shell Companies,NYSE,86.68,47,44,62,59
3248,GLLI,Financial Services,Shell Companies,NASDAQ,86.67,47,47,67,66
3249,CNDT,Technology,Information Technology Services,NASDAQ,86.67,47,76,47,29
3250,NPCT,n/a,n/a,NYSE,86.66,47,52,49,35
3251,KARO,Technology,Software—Application,NASDAQ,86.65,47,56,69,45
3252,FMNB,Financial Services,Banks—Regional,NASDAQ,86.65,47,63,51,38
3253,MDLZ,Consumer Defensive,Confectioners,NASDAQ,86.64,47,64,63,69
3254,CMSD,n/a,n/a,NYSE,86.64,47,53,56,53
3255,GDO,Financial Services,Asset Management,NYSE,86.64,47,46,52,44
3256,PMGMU,Financial Services,Shell Companies,NASDAQ,86.63,47,54,63,67
3257,WTFCP,Financial Services,Banks—Regional,NASDAQ,86.63,47,58,58,45
3258,PUCK,Financial Services,Shell Companies,NASDAQ,86.62,47,51,68,64
3259,RWAYL,n/a,n/a,NASDAQ,86.62,47,48,54,54
3260,CHX,Energy,Oil & Gas Equipment & Services,NASDAQ,86.61,47,23,35,94
3261,ALTUU,Financial Services,Shell Companies,NASDAQ,86.61,47,44,61,60
3262,MSSAU,Financial Services,Shell Companies,NASDAQ,86.61,47,47,61,66
3263,PAM,Utilities,Utilities—Independent Power Producers,NYSE,86.6,47,87,93,87
3264,FSBW,Financial Services,Banks—Regional,NASDAQ,86.59,47,70,61,45
3265,SWSS,Financial Services,Shell Companies,NASDAQ,86.59,47,42,61,60
3266,JMM,Financial Services,Asset Management,NYSE,86.59,47,55,50,51
3267,FEXD,Financial Services,Shell Companies,NASDAQ,86.58,46,46,60,62
3268,BSBR,Financial Services,Banks—Regional,NYSE,86.58,46,62,86,53
3269,FOF,Financial Services,Asset Management,NYSE,86.57,46,60,55,49
3270,GTLS,Industrials,Specialty Industrial Machinery,NYSE,86.57,46,28,25,89
3271,NKX,Financial Services,Asset Management,NYSE,86.57,46,48,55,40
3272,GNTY,Financial Services,Banks—Regional,NYSE,86.55,46,56,63,39
3273,NOM,Financial Services,Asset Management,NYSE,86.55,46,60,50,37
3274,CFFSU,Financial Services,Shell Companies,NASDAQ,86.55,46,46,66,64
3275,GLSTU,Financial Services,Shell Companies,NASDAQ,86.54,46,44,66,68
3276,MYE,Consumer Cyclical,Packaging & Containers,NYSE,86.54,46,41,34,29
3277,OXLCO,Financial Services,Asset Management,NASDAQ,86.53,46,56,64,50
3278,ASTE,Industrials,Farm & Heavy Construction Machinery,NASDAQ,86.52,46,33,14,84
3279,CLST,Financial Services,Banks—Regional,NASDAQ,86.52,46,58,40,65
3280,IAE,Financial Services,Asset Management,NYSE,86.52,46,34,42,40
3281,HYI,Financial Services,Asset Management,NYSE,86.52,46,47,53,48
3282,ACAD,Healthcare,Biotechnology,NASDAQ,86.51,46,69,63,94
3283,UROY,Energy,Uranium,NASDAQ,86.51,46,90,87,72
3284,PNI,Financial Services,Asset Management,NYSE,86.5,46,57,48,31
3285,FORLU,n/a,n/a,NASDAQ,86.5,46,44,60,60
3286,GECCO,n/a,n/a,NASDAQ,86.49,46,45,57,59
3287,RCB,n/a,n/a,NYSE,86.49,46,46,58,58
3288,FLC,Financial Services,Asset Management,NYSE,86.48,46,46,46,35
3289,SSSSL,n/a,n/a,NASDAQ,86.48,46,46,53,46
3290,ACTG,Industrials,Specialty Business Services,NASDAQ,86.48,46,51,54,26
3291,HON,Industrials,Conglomerates,NASDAQ,86.47,46,44,58,41
3292,CETU,n/a,n/a,NASDAQ,86.46,46,44,64,60
3293,PCH,Real Estate,REIT—Specialty,NASDAQ,86.45,46,32,47,45
3294,IIM,Financial Services,Asset Management,NYSE,86.45,46,51,52,38
3295,MSBI,Financial Services,Banks—Regional,NASDAQ,86.45,46,72,65,41
3296,ZIONL,n/a,n/a,NASDAQ,86.45,46,63,58,63
3297,HHGCU,Financial Services,Shell Companies,NASDAQ,86.45,46,46,72,63
3298,FUN,Consumer Cyclical,Leisure,NYSE,86.45,46,48,42,39
3299,LSTR,Industrials,Integrated Freight & Logistics,NASDAQ,86.44,46,61,50,73
3300,PPL,Utilities,Utilities—Regulated Electric,NYSE,86.43,46,35,51,34
3301,CHT,Communication Services,Telecom Services,NYSE,86.43,46,49,70,48
3302,BOX,Technology,Software—Infrastructure,NYSE,86.42,46,31,50,37
3303,IHD,Financial Services,Asset Management,NYSE,86.42,46,38,43,44
3304,ZD,Communication Services,Advertising Agencies,NASDAQ,86.42,46,40,29,31
3305,LEO,Financial Services,Asset Management,NYSE,86.42,46,50,48,34
3306,MCAGU,Financial Services,Shell Companies,NASDAQ,86.42,46,47,60,61
3307,PSF,Financial Services,Asset Management,NYSE,86.41,46,59,71,39
3308,LOOP,Basic Materials,Specialty Chemicals,NASDAQ,86.4,46,75,87,46
3309,BOCNU,Financial Services,Shell Companies,NASDAQ,86.4,46,45,58,69
3310,BLKB,Technology,Software—Application,NASDAQ,86.4,46,74,90,86
3311,ETX,Financial Services,Asset Management,NYSE,86.4,46,41,55,38
3312,THW,Financial Services,Asset Management,NYSE,86.39,46,45,27,36
3313,IP,Consumer Cyclical,Packaging & Containers,NYSE,86.38,46,31,72,54
3314,GEL,Energy,Oil & Gas Midstream,NYSE,86.38,46,68,86,53
3315,XFINU,Financial Services,Shell Companies,NASDAQ,86.38,46,45,64,63
3316,ALTU,Financial Services,Shell Companies,NASDAQ,86.37,46,43,63,57
3317,CMS,Utilities,Utilities—Regulated Electric,NYSE,86.36,46,37,50,34
3318,INSI,Financial Services,Asset Management,NYSE,86.36,46,54,54,47
3319,PRH,n/a,n/a,NYSE,86.36,46,48,61,53
3320,ACACU,Financial Services,Shell Companies,NASDAQ,86.35,46,43,66,66
3321,OXSQZ,n/a,n/a,NASDAQ,86.35,46,47,53,59
3322,BMRA,Healthcare,Medical Devices,NASDAQ,86.35,46,17,11,6
3323,CARS,Consumer Cyclical,Auto & Truck Dealerships,NYSE,86.34,46,56,73,84
3324,ING,Financial Services,Banks—Diversified,NYSE,86.34,46,41,75,84
3325,ACHR,Industrials,Aerospace & Defense,NYSE,86.34,46,89,98,99
3326,TIGR,Financial Services,Capital Markets,NASDAQ,86.33,46,29,52,95
3327,KNTK,Energy,Oil & Gas Midstream,NYSE,86.32,46,36,75,61
3328,HSPOU,Financial Services,Shell Companies,NASDAQ,86.32,46,44,61,63
3329,ETR,Utilities,Utilities—Regulated Electric,NYSE,86.32,46,37,52,31
3330,RWAYZ,n/a,n/a,NASDAQ,86.31,45,49,57,57
3331,NXP,Financial Services,Asset Management,NYSE,86.3,45,51,61,54
